frame,pos_x,pos_y,pos_z,target_x,target_y,target_z,up_x,up_y,up_z
32,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
33,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
34,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
35,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
36,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
37,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
38,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
39,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
40,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
41,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
42,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
43,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
44,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
45,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
46,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
47,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
48,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
49,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
50,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
51,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
52,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
53,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
54,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
55,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
56,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
57,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
58,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
59,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
60,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
61,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
62,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
63,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
64,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
65,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
66,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
67,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
68,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
69,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
70,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
71,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
72,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
73,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
74,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
75,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
76,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
77,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
78,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
79,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
80,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
81,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
82,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
83,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
84,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
85,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
86,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
87,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
88,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
89,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
90,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
91,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
92,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
93,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
94,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
95,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
96,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
97,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
98,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
99,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
100,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
101,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
102,0,1.7,-5,0.487119,1.69728,-4.12667,0,1,0
103,0,1.7,-5,0.487573,1.69728,-4.12692,0,1,0
104,0,1.7,-5,0.487573,1.69728,-4.12692,0,1,0
105,0,1.7,-5,0.487573,1.69728,-4.12692,0,1,0
106,0,1.7,-5,0.484387,1.69728,-4.12515,0,1,0
107,0,1.7,-5,0.480281,1.69728,-4.12289,0,1,0
108,0,1.7,-5,0.475248,1.69728,-4.12015,0,1,0
109,0,1.7,-5,0.472955,1.69728,-4.11892,0,1,0
110,0,1.7,-5,0.470659,1.69728,-4.11769,0,1,0
111,0,1.7,-5,0.46836,1.69728,-4.11647,0,1,0
112,0,1.7,-5,0.466057,1.69728,-4.11525,0,1,0
113,0,1.7,-5,0.464674,1.69728,-4.11452,0,1,0
114,0,1.7,-5,0.462829,1.69728,-4.11356,0,1,0
115,0,1.7,-5,0.460981,1.69728,-4.11259,0,1,0
116,0,1.7,-5,0.458668,1.69728,-4.1114,0,1,0
117,0,1.7,-5,0.454498,1.69728,-4.10926,0,1,0
118,0,1.7,-5,0.450783,1.69728,-4.10737,0,1,0
119,0,1.7,-5,0.446594,1.69728,-4.10527,0,1,0
120,0,1.7,-5,0.445195,1.69728,-4.10457,0,1,0
121,0,1.7,-5,0.443795,1.69728,-4.10388,0,1,0
122,0,1.7,-5,0.442394,1.69728,-4.10318,0,1,0
123,0,1.7,-5,0.438654,1.69728,-4.10135,0,1,0
124,0,1.7,-5,0.435375,1.69728,-4.09975,0,1,0
125,0,1.7,-5,0.43115,1.69728,-4.09772,0,1,0
126,0,1.7,-5,0.42927,1.69728,-4.09683,0,1,0
127,0,1.7,-5,0.426916,1.69728,-4.09571,0,1,0
128,0,1.7,-5,0.423144,1.69728,-4.09394,0,1,0
129,0,1.7,-5,0.417473,1.69728,-4.09131,0,1,0
130,0,1.7,-5,0.410836,1.69728,-4.08829,0,1,0
131,0,1.7,-5,0.407034,1.69728,-4.08659,0,1,0
132,0,1.7,-5,0.402748,1.69728,-4.08469,0,1,0
133,0,1.7,-5,0.400363,1.69728,-4.08365,0,1,0
134,0,1.7,-5,0.394628,1.69728,-4.08116,0,1,0
135,0,1.7,-5,0.385996,1.69728,-4.0775,0,1,0
136,0,1.7,-5,0.381187,1.69728,-4.07551,0,1,0
137,0,1.7,-5,0.377813,1.69728,-4.07412,0,1,0
138,0,1.7,-5,0.375401,1.69728,-4.07314,0,1,0
139,0,1.7,-5,0.371536,1.69728,-4.07159,0,1,0
140,0,1.7,-5,0.366211,1.69728,-4.06947,0,1,0
141,0,1.7,-5,0.358444,1.69821,-4.06645,-0.000339074,1,-0.000861574
142,0,1.7,-5,0.353577,1.69821,-4.0646,0,1,0
143,0,1.7,-5,0.350652,1.69821,-4.0635,0,1,0
144,0,1.7,-5,0.348701,1.69913,-4.06277,-0.00032469,1,-0.000867163
145,0,1.7,-5,0.346259,1.69913,-4.06186,0,1,0
146,0,1.7,-5,0.339899,1.69913,-4.05954,0,1,0
147,0,1.7,-5,0.335978,1.69913,-4.05813,0,1,0
148,0,1.7,-5,0.333033,1.69913,-4.05709,0,1,0
149,0,1.7,-5,0.332051,1.69913,-4.05674,0,1,0
150,0,1.7,-5,0.330576,1.69913,-4.05622,0,1,0
151,0,1.7,-5,0.329593,1.69913,-4.05588,0,1,0
152,0,1.7,-5,0.326149,1.69913,-4.05468,0,1,0
153,0,1.7,-5,0.323193,1.69913,-4.05367,0,1,0
154,0,1.7,-5,0.321714,1.69913,-4.05316,0,1,0
155,0,1.7,-5,0.320234,1.69913,-4.05266,0,1,0
156,0,1.7,-5,0.319741,1.69913,-4.0525,0,1,0
157,0,1.7,-5,0.31826,1.69913,-4.052,0,1,0
158,0,1.7,-5,0.316778,1.69913,-4.0515,0,1,0
159,0,1.7,-5,0.315296,1.69913,-4.05101,0,1,0
160,0,1.7,-5,0.314802,1.69913,-4.05084,0,1,0
161,0,1.7,-5,0.313813,1.69913,-4.05052,0,1,0
162,0,1.7,-5,0.312824,1.69913,-4.05019,0,1,0
163,0,1.7,-5,0.310349,1.69913,-4.04938,0,1,0
164,0,1.7,-5,0.307872,1.69913,-4.04857,0,1,0
165,0,1.7,-5,0.306385,1.69913,-4.04809,0,1,0
166,0,1.7,-5,0.305889,1.69913,-4.04793,0,1,0
167,0,1.7,-5,0.304401,1.69913,-4.04746,0,1,0
168,0,1.7,-5,0.302416,1.69913,-4.04682,0,1,0
169,0,1.7,-5,0.297945,1.69913,-4.04542,0,1,0
170,0,1.7,-5,0.294961,1.69913,-4.04449,0,1,0
171,0,1.7,-5,0.294463,1.69913,-4.04434,0,1,0
172,0,1.7,-5,0.292471,1.69913,-4.04373,0,1,0
173,0,1.7,-5,0.289481,1.69913,-4.04282,0,1,0
174,0,1.7,-5,0.286489,1.69913,-4.04192,0,1,0
175,0,1.7,-5,0.282494,1.69913,-4.04073,0,1,0
176,0,1.7,-5,0.279995,1.69913,-4.04,0,1,0
177,0,1.7,-5,0.277494,1.69913,-4.03927,0,1,0
178,0,1.7,-5,0.275993,1.69913,-4.03884,0,1,0
179,0,1.7,-5,0.27399,1.69913,-4.03827,0,1,0
180,0,1.7,-5,0.270983,1.69913,-4.03742,0,1,0
181,0,1.7,-5,0.268475,1.69913,-4.03671,0,1,0
182,0,1.7,-5,0.266468,1.69913,-4.03616,0,1,0
183,0,1.7,-5,0.264459,1.70006,-4.0356,-0.000246722,1,-0.000892421
184,0,1.7,-5,0.261947,1.70006,-4.03492,0,1,0
185,0,1.7,-5,0.25893,1.70191,-4.03411,-0.000485088,0.999998,-0.00178719
186,0,1.7,-5,0.254902,1.70284,-4.03304,-0.000239758,1,-0.000894378
187,0,1.7,-5,0.250365,1.70469,-4.03186,-0.000472027,0.999998,-0.00179062
188,0,1.7,-5,0.248348,1.70469,-4.03134,0,1,0
189,0,1.7,-5,0.245824,1.70469,-4.0307,0,1,0
190,0,1.7,-5,0.244814,1.70469,-4.03044,0,1,0
191,0,1.7,-5,0.241275,1.70654,-4.02957,-0.000453361,0.999998,-0.00179548
192,0,1.7,-5,0.238746,1.70747,-4.02895,-0.000223411,1,-0.000898582
193,0,1.7,-5,0.234696,1.70839,-4.02797,-0.000221054,1,-0.000899097
194,0,1.7,-5,0.231655,1.70932,-4.02725,-0.000217318,1,-0.000900061
195,0,1.7,-5,0.228105,1.71025,-4.02642,-0.000214489,1,-0.000900671
196,0,1.7,-5,0.224554,1.71025,-4.02559,0,1,0
197,0,1.7,-5,0.221506,1.71117,-4.0249,-0.000207928,1,-0.000902261
198,0,1.7,-5,0.217441,1.71117,-4.02399,0,1,0
199,0,1.7,-5,0.215402,1.71302,-4.02356,-0.000402669,0.999998,-0.00180743
200,0,1.7,-5,0.213368,1.71302,-4.02311,0,1,0
201,0,1.7,-5,0.211332,1.71302,-4.02267,0,1,0
202,0,1.7,-5,0.208277,1.71302,-4.02202,0,1,0
203,0,1.7,-5,0.205219,1.71302,-4.02137,0,1,0
204,0,1.7,-5,0.20012,1.71302,-4.02032,0,1,0
205,0,1.7,-5,0.194504,1.71302,-4.01918,0,1,0
206,0,1.7,-5,0.191438,1.71302,-4.01858,0,1,0
207,0,1.7,-5,0.189904,1.71302,-4.01828,0,1,0
208,0,1.7,-5,0.18837,1.71302,-4.01799,0,1,0
209,0,1.7,-5,0.186835,1.71302,-4.01769,0,1,0
210,0,1.7,-5,0.184276,1.71302,-4.01721,0,1,0
211,0,1.7,-5,0.182229,1.71302,-4.01683,0,1,0
212,0,1.7,-5,0.181204,1.71302,-4.01664,0,1,0
213,0,1.7,-5,0.17813,1.71302,-4.01608,0,1,0
214,0,1.7,-5,0.17608,1.71302,-4.01571,0,1,0
215,0,1.7,-5,0.171978,1.71302,-4.01499,0,1,0
216,0,1.7,-5,0.168385,1.71302,-4.01436,0,1,0
217,0,1.7,-5,0.164279,1.7121,-4.01366,0.000155918,1,0.000912657
218,0,1.7,-5,0.160684,1.71117,-4.01306,0.000152106,1,0.00091325
219,0,1.7,-5,0.158113,1.71117,-4.01264,0,1,0
220,0,1.7,-5,0.155544,1.70932,-4.01222,0.000292802,0.999998,0.00182844
221,0,1.7,-5,0.154515,1.70932,-4.01205,0,1,0
222,0,1.7,-5,0.150913,1.70839,-4.01149,0.000143074,1,0.000914797
223,0,1.7,-5,0.148339,1.70839,-4.0111,0,1,0
224,0,1.7,-5,0.145763,1.70839,-4.01072,0,1,0
225,0,1.7,-5,0.142671,1.70839,-4.01027,0,1,0
226,0,1.7,-5,0.140608,1.70839,-4.00997,0,1,0
227,0,1.7,-5,0.139061,1.70839,-4.00975,0,1,0
228,0,1.7,-5,0.135966,1.70839,-4.00932,0,1,0
229,0,1.7,-5,0.133386,1.70839,-4.00897,0,1,0
230,0,1.7,-5,0.130804,1.70839,-4.00863,0,1,0
231,0,1.7,-5,0.12874,1.70747,-4.00835,0.000121112,1,0.00091791
232,0,1.7,-5,0.127191,1.70654,-4.00814,0.000119208,1,0.000918227
233,0,1.7,-5,0.124608,1.70562,-4.00781,0.000117766,1,0.000918359
234,0,1.7,-5,0.120473,1.70562,-4.0073,0,1,0
235,0,1.7,-5,0.116337,1.70376,-4.0068,0.000223099,0.999998,0.00183834
236,0,1.7,-5,0.11375,1.70376,-4.0065,0,1,0
237,0,1.7,-5,0.111162,1.70376,-4.0062,0,1,0
238,0,1.7,-5,0.110127,1.70376,-4.00609,0,1,0
239,0,1.7,-5,0.108574,1.70376,-4.00592,0,1,0
240,0,1.7,-5,0.105985,1.70376,-4.00564,0,1,0
241,0,1.7,-5,0.101841,1.70376,-4.00521,0,1,0
242,0,1.7,-5,0.0987319,1.70284,-4.00489,9.42942e-05,1,0.000921078
243,0,1.7,-5,0.0966585,1.70284,-4.00469,0,1,0
244,0,1.7,-5,0.0951035,1.70191,-4.00453,8.95017e-05,1,0.000921619
245,0,1.7,-5,0.0935479,1.70191,-4.00439,0,1,0
246,0,1.7,-5,0.090955,1.70099,-4.00415,8.66158e-05,1,0.000921836
247,0,1.7,-5,0.0873237,1.70099,-4.00382,0,1,0
248,0,1.7,-5,0.0852481,1.70099,-4.00364,0,1,0
249,0,1.7,-5,0.0847292,1.70099,-4.0036,0,1,0
250,0,1.7,-5,0.0842101,1.70099,-4.00355,0,1,0
251,0,1.7,-5,0.0836911,1.70099,-4.00351,0,1,0
252,0,1.7,-5,0.081615,1.70099,-4.00334,0,1,0
253,0,1.7,-5,0.0795384,1.70099,-4.00317,0,1,0
254,0,1.7,-5,0.0774615,1.70099,-4.00301,0,1,0
255,0,1.7,-5,0.0753842,1.70099,-4.00285,0,1,0
256,0,1.7,-5,0.0727872,1.70099,-4.00265,0,1,0
257,0,1.7,-5,0.0675917,1.70099,-4.00229,0,1,0
258,0,1.7,-5,0.0644736,1.70099,-4.00208,0,1,0
259,0,1.7,-5,0.0639539,1.70006,-4.00205,5.96998e-05,1,0.000924031
260,0,1.7,-5,0.0623945,1.70006,-4.00195,0,1,0
261,0,1.7,-5,0.0613549,1.70006,-4.00188,0,1,0
262,0,1.7,-5,0.0608349,1.70006,-4.00185,0,1,0
263,0,1.7,-5,0.0597951,1.70006,-4.00179,0,1,0
264,0,1.7,-5,0.0582354,1.70006,-4.0017,0,1,0
265,0,1.7,-5,0.0571955,1.70006,-4.00164,0,1,0
266,0,1.7,-5,0.0556355,1.70006,-4.00155,0,1,0
267,0,1.7,-5,0.0551154,1.70006,-4.00152,0,1,0
268,0,1.7,-5,0.0545954,1.70006,-4.00149,0,1,0
269,0,1.7,-5,0.0535553,1.70006,-4.00144,0,1,0
270,0,1.7,-5,0.0514748,1.69913,-4.00133,4.95868e-05,1,0.00092457
271,0,1.7,-5,0.0514748,1.69913,-4.00133,4.95868e-05,1,0.00092457
272,0,1.7,-5,0.0514748,1.69913,-4.00133,4.95868e-05,1,0.00092457
273,0,1.7,-5,0.0514748,1.69913,-4.00133,4.95868e-05,1,0.00092457
274,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
275,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
276,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
277,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
278,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
279,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
280,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
281,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
282,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
283,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
284,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
285,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
286,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
287,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
288,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
289,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
290,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
291,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
292,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
293,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
294,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
295,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
296,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
297,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
298,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
299,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
300,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
301,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
302,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
303,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
304,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
305,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
306,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
307,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
308,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
309,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
310,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
311,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
312,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
313,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
314,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
315,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
316,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
317,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
318,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
319,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
320,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
321,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
322,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
323,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
324,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
325,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
326,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
327,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
328,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
329,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
330,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
331,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
332,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
333,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
334,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
335,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
336,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
337,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
338,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
339,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
340,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
341,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
342,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
343,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
344,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
345,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
346,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
347,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
348,0,1.7,-5,0.0509545,1.69821,-4.0013,4.76635e-05,1,0.00092473
