frame,roi_px,total_px,roi_ratio_pct,full_base_psnr,full_adap_psnr,full_base_mse,full_adap_mse,roi_base_psnr,roi_adap_psnr,roi_base_mse,roi_adap_mse
0,691108,2073600,33.32889660493827,35.6200679439113,32.61596292770213,0.002881837310269475,0.0057554589584469795,32.948814307039626,30.29923652048765,0.005330829881131649,0.009811888448894024
10,72414,2073600,3.4921875,48.36904607058411,46.83469110820853,8.566406177124009e-05,0.00012196470197523013,50.68755041023998,70.106578479338,5.022827099310234e-05,5.74176510781399e-07
20,76101,2073600,3.6699942129629632,51.589145838402246,50.847309934304874,3.120363180642016e-05,3.701593595906161e-05,50.81320172337801,71.73623266922728,3.730779280886054e-05,3.0164522968334495e-07
30,702165,2073600,33.862123842592595,53.93571715211319,50.69623049717436,1.5474755855393596e-05,3.262664904468693e-05,52.753799138936905,51.40786400698147,2.031494295806624e-05,2.7695494281942956e-05
40,705668,2073600,34.03105709876543,55.06654403872582,47.88339554985058,1.1420914233895019e-05,5.97056896367576e-05,55.49782184039027,54.90370439529637,1.0341251254430972e-05,1.1857273420901038e-05
50,710417,2073600,34.26007908950617,55.48023708271717,46.36806384971579,1.019346836983459e-05,8.30881908768788e-05,56.56114538125973,57.518068664657974,7.947511221573222e-06,6.375860721163917e-06
60,715569,2073600,34.50853587962963,55.68379200619403,45.67950527267645,9.626858627598267e-06,9.6363655757159e-05,57.42129309871915,59.47157461920486,6.452596153394552e-06,4.024448116979329e-06
70,721281,2073600,34.783998842592595,55.675334284888656,45.371785264574605,9.695589142211247e-06,0.00010397504229331389,57.43995529919822,60.71314820609024,6.4582090999465436e-06,3.039434659513063e-06
80,727678,2073600,35.09249614197531,55.16498981282639,45.022181504861585,1.0938359082501847e-05,0.00011304022336844355,57.74807242296406,61.48291542739528,6.034536454535555e-06,2.5536396606185008e-06
90,734605,2073600,35.42655285493827,55.46728599159862,45.03873303726125,1.0340001608710736e-05,0.00011412371532060206,57.484883460808234,61.83831583361288,6.4977180045389105e-06,2.3846114345360547e-06
100,741568,2073600,35.76234567901235,55.09293004843443,44.90433217714731,1.1340161108819302e-05,0.00011843471293104813,57.115627785843095,63.925060785506965,7.117860150174238e-06,1.4839051800663583e-06
110,750314,2073600,36.184124228395056,54.56172982025231,44.814924505413074,1.289419196837116e-05,0.00012163951032562181,56.23732076428256,63.34438159971552,8.766677638050169e-06,1.7065890460798983e-06
120,760166,2073600,36.659239969135804,52.25555417716156,44.25454992417056,2.1995614588377066e-05,0.00013881504128221422,56.07737114060598,62.72981239379517,9.123351446760353e-06,1.9720152977242833e-06
130,770981,2073600,37.180796682098766,52.77012475190358,44.44550168634045,1.9736911781365052e-05,0.00013419659808278084,52.92666293850746,59.986945960777405,1.903817792481277e-05,3.7462527870957274e-06
140,783267,2073600,37.773292824074076,49.60722884475635,44.61973486623032,4.072034062119201e-05,0.00012839875125791878,46.72527145705753,55.73094799807046,7.906916289357468e-05,9.94121546682436e-06
150,797125,2073600,38.44159915123457,50.260268691383345,44.74837100622985,3.524862404447049e-05,0.0001254099333891645,47.303768781020175,55.85279126435627,6.962932093301788e-05,9.725006748340093e-06
160,813074,2073600,39.21074459876544,50.50510550428492,45.00877951108314,3.355230001034215e-05,0.0001189473841805011,47.53552322964018,54.31726973589335,6.64783947286196e-05,1.3947805200587027e-05
170,831203,2073600,40.085021219135804,50.824740021040114,46.36733530141246,4.121720485272817e-05,0.0001150320895249024,47.75016467671285,54.71849137442774,8.36635081213899e-05,1.68152528203791e-05
180,852205,2073600,41.09784915123457,51.87978095649861,47.93510279532167,4.483034717850387e-05,0.00011118339170934632,49.029465893917035,55.01377345781886,8.641788008389995e-05,2.1785766875836998e-05
190,877349,2073600,42.31042631172839,53.65219187217609,50.508051113050065,5.3247989853844047e-05,0.00010982906678691506,50.57834964022777,55.1379195874566,0.00010806559293996543,3.782077692449093e-05
200,905987,2073600,43.691502700617285,48.665640638388865,45.88236648923704,5.1247039664303884e-05,9.727387077873573e-05,45.76039198618375,52.58014200117746,0.00010004459909396246,2.080743979604449e-05
210,938963,2073600,45.28178047839506,48.307589620286386,46.151094499990684,5.570711800828576e-05,9.152931306743994e-05,45.49903003033704,51.45123675674508,0.00010635713988449425,2.7011330530513078e-05
220,976240,2073600,47.079475308641975,48.731560137430286,46.44168939976482,5.0576669309521094e-05,8.56914120959118e-05,46.160223070418105,51.563854553850646,9.142899216385558e-05,2.6346369850216433e-05
230,394541,2073600,19.02686149691358,50.90866019493116,47.08648981490726,3.054427361348644e-05,7.364560588030145e-05,55.452223746428764,60.10228775314823,1.0729350833571516e-05,3.677621634778916e-06
240,423830,2073600,20.439332561728396,50.80834873514485,46.559881497674915,3.1415493140229955e-05,8.355849422514439e-05,55.81516552598096,64.7409546574369,9.918870091496501e-06,1.2702327012448222e-06
250,426433,2073600,20.564863040123456,50.007556735733274,45.335319083914,4.214401269564405e-05,0.00012358326057437807,50.406909056984645,59.14550706681571,3.8441528886323795e-05,5.139736458659172e-06
260,397487,2073600,19.168933256172842,46.46507939767007,41.34434375840079,6.337627564789727e-05,0.00020606312318705022,45.020278768831645,59.495606511544274,8.839074143907055e-05,3.1540894269710407e-06
270,367910,2073600,17.742573302469136,47.41380292507107,41.97298872599041,4.709639688371681e-05,0.00016484246589243412,49.29853271780226,62.08672622097148,3.0515093385474756e-05,1.6058144183261902e-06
280,340092,2073600,16.401041666666664,46.565016703621225,41.41483030800675,5.5198648624354973e-05,0.0001806953951017931,50.50636333743108,66.98508542216982,2.2273772628977895e-05,5.010967356611218e-07
290,311676,2073600,15.030671296296298,46.99571838916359,34.06280189632048,5.933591819484718e-05,0.0011657604482024908,51.21177641415859,70.34836273209643,2.2475629521068186e-05,2.741910236636613e-07
300,285670,2073600,13.776523919753087,49.86528973154467,46.913824018330146,6.711466994602233e-05,0.00013242318527773023,55.60962303184635,74.72328418034209,1.7880684026749805e-05,2.1928958915395924e-07
310,264694,2073600,12.764949845679013,46.61265964140904,45.04471044860133,5.998041888233274e-05,8.60606087371707e-05,51.535604368602826,69.66166867071448,1.930701000674162e-05,2.9724091632488125e-07
320,247919,2073600,11.955970293209877,48.00462607624763,47.508595037119946,4.466778045753017e-05,5.0072292651748285e-05,51.89279680248218,76.54343342046128,1.8246404579258524e-05,6.25336298298862e-08
330,240653,2073600,11.605565200617283,48.130297962703786,48.15630967297211,4.344422268331982e-05,4.3184794776607305e-05,50.81684296884873,77.25821580716624,2.340332321182359e-05,5.3105591035773614e-08
340,236769,2073600,11.418258101851853,48.30058930061529,48.33951691698279,4.177369555691257e-05,4.1400933696422726e-05,48.33558302302757,78.01979007329786,4.143845217186026e-05,4.456386193396611e-08
350,234432,2073600,11.305555555555555,48.78107344343679,49.706183778205016,3.726825525518507e-05,3.0118131689960137e-05,51.79246094488677,72.38290293381888,1.862946191977244e-05,1.6261331836631143e-07
360,233642,2073600,11.267457561728394,50.12797585066011,50.8200132896203,2.7203459467273206e-05,2.3196389520308003e-05,52.245244021997465,74.47225624606087,1.670695564826019e-05,1.0004516326489465e-07
370,234432,2073600,11.305555555555555,51.165529802821254,51.90219997285185,3.185221794410609e-05,2.6882686142926104e-05,53.13168407222739,73.46513695950401,2.0254627088434063e-05,1.8757673103664274e-07
380,236769,2073600,11.418258101851853,49.20526911907375,50.736907633436516,4.28337516495958e-05,3.0103865356068127e-05,52.231110249087955,71.65521800783145,2.1340372768463567e-05,2.436639192637813e-07
390,240653,2073600,11.605565200617283,50.023392317576416,49.48582064816335,3.1041163310874254e-05,3.513137562549673e-05,51.971404192742924,74.68686728506816,1.982151297852397e-05,1.060694927446093e-07
400,247919,2073600,11.955970293209877,50.123397171354924,49.581662126454034,2.8615668270504102e-05,3.2417341571999714e-05,51.301850637408926,70.26646983382545,2.181516720156651e-05,2.768832132460375e-07
410,264694,2073600,12.764949845679013,49.290201886534504,48.226395219768314,3.353261126903817e-05,4.2839859816012904e-05,52.470720875424696,71.71459127977778,1.6121872249641456e-05,1.9187943678389274e-07
420,285670,2073600,13.776523919753087,49.55303752774996,50.26743698363332,3.489845403237268e-05,2.9605080271721818e-05,53.124547219831804,68.8566853967349,1.5333991541410796e-05,4.096768293493369e-07
430,311676,2073600,15.030671296296298,49.45155123612048,47.27621812839654,2.881942236854229e-05,4.755745248985477e-05,51.384944250348,66.30486505085207,1.8464857930666767e-05,5.947766226199747e-07
440,340092,2073600,16.401041666666664,48.92124549927231,44.97258759423598,3.200608625775203e-05,7.945081597426906e-05,51.28211720216521,65.05450847234698,1.8584265490062535e-05,7.796618319844129e-07
450,367910,2073600,17.742573302469136,48.54068674041331,44.400348589906535,3.519682286423631e-05,9.131398110184819e-05,46.87760458525255,63.242437306312816,5.161924855201505e-05,1.1921431450900855e-06
460,397487,2073600,19.168933256172842,48.10892180845745,43.57576477833742,3.916364585165866e-05,0.00011122407886432484,45.40894380889969,60.446659098575246,7.29257517377846e-05,2.2861745492264163e-06
470,426433,2073600,20.564863040123456,48.45413290165523,43.764286682878804,3.634886888903566e-05,0.00010702260624384508,49.67370680122764,62.83472622721674,2.744944140431471e-05,1.3256582178655663e-06
480,423830,2073600,20.439332561728396,54.95140203462291,52.3049590898328,7.907453982625157e-05,0.00014543902943842113,62.037238135498356,71.55764213775213,1.546867315482814e-05,1.7274785477638943e-06
490,404244,2073600,19.494791666666668,49.63132509342032,42.28319659813376,2.8127247787779197e-05,0.000152735534356907,52.916249121114205,66.57522278023399,1.3201851288613398e-05,5.685091650775576e-07
