frame,roi_px,total_px,roi_ratio_pct,full_base_psnr,full_adap_psnr,full_base_mse,full_adap_mse,roi_base_psnr,roi_adap_psnr,roi_base_mse,roi_adap_mse
430,895,2073600,0.0431616512345679,53.50527452864221,43.428374678119766,4.1280513869423885e-06,4.201797128189355e-05,39.785371824420494,42.824669785840854,9.721546666696668e-05,4.828425880987197e-05
440,30826,2073600,1.4865933641975309,54.899019978593515,50.125619460069174,4.011509190604556e-06,1.2040592082485091e-05,53.886631639528716,57.514355227877694,5.064617198513588e-06,2.1967177872284083e-06
450,90329,2073600,4.356143904320987,54.96170364521373,54.73134031256018,4.023698238597717e-06,4.242889644956449e-06,57.92549870704733,61.99317414497742,2.0335080535005545e-06,7.97036761923664e-07
460,133843,2073600,6.454619984567901,47.69385692125208,48.05568977052299,2.148646854038816e-05,1.9768865968217142e-05,55.363041367535324,63.63271992273645,3.674909066830878e-06,5.473671649269818e-07
470,117929,2073600,5.687162422839506,53.46585807237594,53.58969632843605,5.67819051866536e-06,5.518564648809843e-06,57.79555202977321,68.42637418942687,2.095272748192656e-06,1.8120006473054673e-07
480,113663,2073600,5.481433256172839,57.721127907555775,57.364791840162894,2.12778309105488e-06,2.3097286430129316e-06,58.12052983817114,67.36811510289952,1.940828497026814e-06,2.3079618927113188e-07
490,113663,2073600,5.481433256172839,59.76246900619589,57.232946959988446,1.343745907433913e-06,2.405854502285365e-06,63.22801970539956,69.69476646280357,6.050093475096219e-07,1.364857808994202e-07
500,113663,2073600,5.481433256172839,60.59779294897086,58.16468929393365,1.1143918072775705e-06,1.951408876266214e-06,65.38663145318263,70.3590014250506,3.6995939467487915e-07,1.1773811081638996e-07
510,113663,2073600,5.481433256172839,60.57369452970952,58.31514964986867,1.12446673483646e-06,1.8914771544586984e-06,65.74760499112872,70.55374080864398,3.4162965789619193e-07,1.1296449997644231e-07
520,113663,2073600,5.481433256172839,60.63169151062486,58.39472012602842,1.1133794259876595e-06,1.8635469132277649e-06,66.25624113700988,70.90620390236475,3.0492162750306306e-07,1.0451820742218842e-07
530,113663,2073600,5.481433256172839,62.013182020047786,59.31638882672702,8.100170134639484e-07,1.5072089354362106e-06,66.64492166376331,71.03339857379164,2.788175947898708e-07,1.0150150586696327e-07
540,113663,2073600,5.481433256172839,60.57129444373392,58.34858333845758,1.1309152796457056e-06,1.8866927575800219e-06,66.2073519600236,71.67075315054558,3.089045605975116e-07,8.779791471624776e-08
550,113663,2073600,5.481433256172839,60.66661643716043,58.315622793480564,1.1063635838581831e-06,1.9010661844731658e-06,66.46874178159166,70.76791303619012,2.9086089625707245e-07,1.0808569328446538e-07
560,113663,2073600,5.481433256172839,60.52759589509164,58.30073782526802,1.1423519481468247e-06,1.9075930595136015e-06,66.61353403404098,70.6036123750315,2.8132356533205893e-07,1.1225308327311723e-07
570,113663,2073600,5.481433256172839,60.2611272690112,58.311905523767315,1.214637791235873e-06,1.9026940663025016e-06,65.68710273082947,71.18471294059573,3.482164174783975e-07,9.819473945071877e-08
580,113663,2073600,5.481433256172839,60.70272605774185,58.55743416961669,1.0990904684149427e-06,1.8012028704106342e-06,65.82013903867062,70.72712212664072,3.3829232393145503e-07,1.0929337435072739e-07
590,113663,2073600,5.481433256172839,61.03384317979029,58.91096351379539,1.0184078291786136e-06,1.6603884205323993e-06,65.90105564604886,71.55633511197114,3.320477048873727e-07,9.029683667449717e-08
